Founder,Pop,Clone,Notes,Type,Gene,Distance to gene,FREQ IN CL,FREQ OUT CL,Notes
S002,1,1,"likely mutator, not used",syn,DAL4,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",prom,YDR278C,178,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,USO1,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,IRA1,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",prom,UTP6,160,100.00%,0.15%,
S002,1,1,"likely mutator, not used",syn,RFC2,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,HOG1,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,YLR422W,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,MIP1,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,PDR15,,100.00%,0.09%,
S002,1,1,"likely mutator, not used",non,TPP1,,100.00%,0.09%,
S002,1,1,"likely mutator, not used",prom,SAS3,243,100.00%,0.10%,
S002,1,1,"likely mutator, not used",prom,SCH9,306,100.00%,0.09%,
S002,1,1,"likely mutator, not used",non,CYB5,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",non,MKK2,,100.00%,0.00%,
S002,1,1,"likely mutator, not used",prom,SAP190,187,100.00%,0.00%,
S002,2,1,,frame,BCY1,,95.00%,0.00%,
S002,2,1,,non,SRN2,,100.00%,0.11%,
S002,2,1,,non,SWI6,,100.00%,0.00%,
S002,2,1,,complex-intergenic,none,,100.00%,0.00%,
S002,2,1,,complex-intergenic,none,,100.00%,0.00%,
S002,2,1,,complex-intergenic,none,,100.00%,0.00%,
S002,2,1,,non,CDC3,,100.00%,0.84%,
S002,2,1,,prom,NBP35,87,100.00%,0.00%,
S002,2,1,,non,PFK2,,68.40%,0.06%,
S002,2,1,,non,YFL034W,,100.00%,0.32%,
S002,2,1,,intergenic,none,,100.00%,0.00%,
S002,2,1,,prom,YKR045C,186,100.00%,0.00%,
S002,2,1,,prom,BCY1,320,100.00%,0.00%,
S002,2,1,,prom,ACE2,16,100.00%,0.08%,
S002,2,1,,non,MAL13,,100.00%,0.56%,
S002,2,1,,frame,EGT2,,100.00%,0.00%,
S002,4,1,,prom,BUB2,100,100.00%,0.00%,
S002,4,1,,prom,TDH3,368,100.00%,1.47%,
S002,4,1,,intergenic,none,,100.00%,0.44%,
S002,4,1,,prom,SDH2,246,95.80%,0.15%,
S002,4,1,,non,SCS7,,92.90%,0.08%,
S002,4,1,,prom,PMR1,138,100.00%,0.39%,
S002,4,1,,prom,SCD5,76,100.00%,0.00%,
S002,4,1,,intergenic,none,,100.00%,0.00%,
S002,4,1,,non,SNU13,,100.00%,0.16%,
S002,4,1,,non,MND2,,85.70%,0.07%,
S002,4,1,,intergenic,none,,100.00%,0.00%,
S002,4,1,,syn,SLH1,,100.00%,0.14%,
S002,4,1,,non,ACE2,,100.00%,0.24%,
S002,5,0,,stop,MIG1,,100.00%,0.09%,
S002,5,1,,non,AFG1,,100.00%,0.58%,
S002,5,1,,non,MDY2,,100.00%,0.00%,
S002,5,1,,non,BNA3,,100.00%,0.15%,
S002,5,1,,syn,KDX1,,100.00%,0.85%,
S002,5,1,,non,ZDS2,,100.00%,0.00%,
S002,5,1,,prom,FPK1,99,100.00%,0.78%,
S002,5,1,,non,RSP5,,100.00%,0.07%,
S002,5,1,,prom,GNT1,331,100.00%,1.21%,
S002,5,2,not used,non,ATG2,,100.00%,0.19%,
S002,5,2,not used,non,RBS1,,100.00%,0.06%,
S002,5,2,not used,non,SHQ1,,100.00%,0.17%,
S002,5,2,not used,non,JEN1,,100.00%,0.17%,
S002,5,2,not used,non,MFT1,,100.00%,0.07%,
S002,5,2,not used,non,YPR022C,,100.00%,0.39%,
S002,6,0,,non,HMG1,,100.00%,0.00%,
S002,6,1,,intergenic,none,,100.00%,0.81%,
S002,6,1,,prom,YKL105C,483,100.00%,0.88%,
S002,6,1,,non,GID7,,85.70%,0.00%,
S002,6,1,,syn,APL6,,100.00%,0.08%,
S002,6,1,,stop,SPO71,,100.00%,0.62%,
S002,6,1,,non,MCM4,,96.80%,0.44%,
S002,6,2,not used,non,NSL1,,100.00%,0.41%,
S002,7,1,,stop,YML053C,,100.00%,0.00%,
S002,7,1,,intergenic,none,,100.00%,0.00%,
S002,7,1,,non,EMC1,,95.50%,0.09%,
S002,7,1,,intergenic,none,,100.00%,0.11%,
S002,7,1,,non,HEM2,,100.00%,0.31%,
S002,7,1,,frame,KEL1,,100.00%,0.19%,
S002,7,1,,non,TRK1,,100.00%,0.46%,
S002,7,1,,intergenic,none,,100.00%,0.29%,
S002,7,1,,intergenic,none,,100.00%,0.00%,
S002,8,0,,syn,BET1,,100.00%,0.24%,
S002,8,0,,non,CCZ1,,100.00%,0.00%,
S002,8,0,,non,SUP35,,100.00%,0.00%,
S002,8,0,,non,AMS1,,100.00%,0.17%,
S002,8,0,,non,PTR2,,100.00%,1.62%,
S002,8,1,,prom,OGG1,37,100.00%,0.00%,
S002,8,1,,prom,RPL40B,231,100.00%,1.60%,
S002,8,1,,non,SRL2,,100.00%,0.10%,
S002,8,1,,non,SUN4,,100.00%,0.33%,
S002,8,2,not used,syn,HSE1,,100.00%,0.07%,
S002,8,2,not used,non,FUN12,,100.00%,0.00%,
S002,8,2,not used,non,AVT5,,100.00%,0.16%,
S002,8,2,not used,non,HSL1,,100.00%,0.06%,
S002,10,1,,intergenic,none,,100.00%,0.00%,
S002,10,1,,intergenic,none,,100.00%,0.64%,
S002,10,1,,non,MON2,,100.00%,0.11%,
S002,10,1,,stop,MIG1,,100.00%,0.00%,
S002,10,1,,intergenic,none,,100.00%,0.00%,
S002,10,1,,intergenic,none,,100.00%,0.08%,
S002,10,1,,intergenic,none,,100.00%,0.27%,
S002,10,1,,non,PET123,,100.00%,0.00%,
S002,10,1,,intergenic,none,,100.00%,0.56%,
S002,10,1,,complex-prom,SRP72,110,100.00%,0.00%,
S002,10,1,,complex-prom,SRP72,112,100.00%,0.00%,
S002,10,1,,complex-prom,SRP72,113,100.00%,0.32%,
S002,10,1,,complex-prom,SRP72,114,100.00%,0.11%,
S002,10,1,,complex-prom,SRP72,116,100.00%,0.00%,
S002,11,1,,prom,YKL222C,104,100.00%,0.00%,
S002,11,1,,non,FCY21,,100.00%,1.30%,
S002,11,1,,syn,VID24,,100.00%,0.29%,
S002,11,1,,prom,RPS28B,162,100.00%,0.11%,
S002,11,1,,intergenic,none,,100.00%,0.00%,
S002,11,1,,prom,GLO4,255,100.00%,0.28%,
S002,11,1,,syn,MDS3,,100.00%,0.14%,
S002,11,1,,non,CTI6,,100.00%,0.06%,
S002,11,1,,non,CYR1,,95.20%,0.00%,
S002,11,1,,intergenic,none,,100.00%,0.00%,
S002,11,1,,syn,YDR379C-A,,100.00%,0.11%,
S002,11,1,,prom,HYM1,397,100.00%,0.00%,
S002,11,1,,intergenic,none,,100.00%,0.00%,
S002,11,1,,prom,MSI1,309,100.00%,0.00%,
S002,11,1,,syn,SPP382,,96.40%,0.06%,
S002,11,1,,non,KRE5,,100.00%,0.30%,
S002,11,1,,syn,AMA1,,100.00%,0.00%,
S002,12,1,,stop,IRA2,,100.00%,0.09%,
S002,12,1,,non,RPS16B,,100.00%,0.08%,
S002,12,1,,intergenic,none,,100.00%,0.00%,
S002,12,1,,non,KRE6,,100.00%,0.07%,
S002,12,1,,non,YFR016C,,100.00%,0.09%,
S002,12,1,,non,PTR2,,100.00%,0.18%,
S002,12,1,,non,SNF12,,100.00%,0.10%,
S002,12,1,,syn,EXO84,,100.00%,0.00%,
S002,12,1,,non,HMS1,,100.00%,0.32%,
S002,12,1,,intergenic,none,,100.00%,0.22%,
S002,12,1,,frame,KEL2,,100.00%,0.58%,
S028,0,0,,prom,RPL35B,86,99.10%,0.19%,
S028,0,0,,prom,TIM8,82,100.00%,0.83%,
S028,0,0,,prom,PAU3,237,85.90%,0.12%,
S028,0,0,,prom,ENP1,47,100.00%,0.11%,
S028,0,0,,complex-non,ENA1,,100.00%,0.07%,
S028,0,0,,complex-non,ENA1,,100.00%,0.15%,
S028,0,0,,complex-non,ENA1,,80.00%,0.00%,
S028,0,0,,complex-non,ENA1,,100.00%,0.30%,
S028,0,0,,complex-non,ENA1,,100.00%,0.00%,
S028,0,0,,complex-non,ENA1,,100.00%,0.30%,
S028,0,0,,complex-non,ENA1,,100.00%,0.25%,
S028,0,0,,complex-non,ENA1,,100.00%,0.77%,
S028,0,0,,complex-non,ENA1,,100.00%,0.25%,
S028,0,0,,complex-non,ENA1,,100.00%,0.50%,
S028,0,0,,complex-non,ENA1,,100.00%,0.17%,
S028,0,0,,complex-non,ENA1,,100.00%,0.08%,
S028,0,0,,complex-non,ENA1,,100.00%,0.33%,
S028,0,0,,complex-non,ENA1,,100.00%,0.90%,
S028,0,0,,complex-non,ENA1,,100.00%,0.22%,
S028,0,0,,complex-non,ENA1,,97.70%,0.29%,
S028,0,0,,complex-non,ENA1,,97.90%,0.00%,
S028,0,0,,complex-non,ENA1,,100.00%,0.08%,
S028,0,0,,complex-non,ENA1,,96.20%,0.15%,
S028,0,0,,complex-non,ENA1,,100.00%,0.24%,
S028,0,0,,complex-non,ENA1,,100.00%,0.65%,
S028,0,0,,complex-non,ENA1,,100.00%,0.32%,
S028,0,0,,complex-non,ENA1,,100.00%,0.31%,
S028,0,0,,intergenic,none,,99.30%,0.23%,
S028,1,1,,non,HST3,,100.00%,0.28%,
S028,1,1,,prom,WHI2,137,95.50%,0.15%,
S028,1,1,,non,SFL1,,100.00%,0.00%,
S028,1,1,,non,NOC4,,100.00%,0.30%,
S028,1,1,,non,MGA2,,100.00%,0.00%,
S028,1,1,,non,STI1,,100.00%,0.09%,
S028,1,1,,intergenic,none,,96.90%,0.53%,
S028,2,1,,non,HRQ1,,100.00%,0.00%,
S028,2,1,,non,VMA11,,90.90%,0.77%,
S028,2,1,,intergenic,none,,100.00%,0.00%,
S028,2,1,,non,FAU1,,100.00%,0.05%,
S028,2,1,,prom,YGR169C-A,200,100.00%,0.41%,
S028,2,1,,intron,RPL17B,,100.00%,0.00%,
S028,2,1,,non,YPK1,,100.00%,0.10%,
S028,2,1,,non,NAM7,,100.00%,0.22%,
S028,2,1,,prom,YNL040W,337,100.00%,0.00%,
S028,2,1,,intergenic,none,,100.00%,0.00%,
S028,2,1,,complex-non,YPR036W-A,,100.00%,0.00%,
S028,2,1,,complex-non,YPR036W-A,,100.00%,0.40%,
S028,3,1,,prom,YAL069W,279,84.00%,2.77%,
S028,3,1,,non,RPS24B,,100.00%,0.09%,
S028,3,1,,non,PRR1,,100.00%,0.18%,
S028,3,1,,prom,SED5,215,98.40%,0.00%,
S028,3,1,,syn,TFC1,,100.00%,0.09%,
S028,3,1,,non,AFR1,,100.00%,0.14%,
S028,3,1,,prom,ANS1,242,100.00%,0.18%,
S028,3,1,,intergenic,none,,100.00%,0.11%,
S028,3,1,,non,YIL060W,,100.00%,0.31%,
S028,3,1,,non,ASK1,,100.00%,1.01%,
S028,3,2,not used,non,SDO1,,100.00%,0.08%,
S028,3,2,not used,non,ADY4,,100.00%,1.02%,
S028,3,2,not used,frame,SFL1,,100.00%,0.12%,
S028,3,2,not used,non,YAK1,,85.70%,0.00%,
S028,3,2,not used,non,BUD20,,100.00%,0.30%,
S028,3,2,not used,prom,YLR406C-A,209,100.00%,0.29%,
S028,3,2,not used,intergenic,none,,100.00%,0.33%,
S028,5,0,"likely mutator, not used",non,ITR2,,100.00%,0.09%,
S028,5,0,"likely mutator, not used",intergenic,none,,100.00%,0.63%,
S028,5,0,"likely mutator, not used",prom,YGR045C,269,86.70%,0.85%,
S028,5,0,"likely mutator, not used",non,MTR10,,94.30%,0.08%,
S028,5,0,"likely mutator, not used",non,VPS3,,91.20%,0.87%,
S028,5,1,"likely mutator, not used",syn,GND2,,80.00%,0.73%,
S028,5,1,"likely mutator, not used",intergenic,none,,83.30%,3.26%,
S028,5,1,"likely mutator, not used",non,PUF3,,100.00%,4.97%,
S028,5,1,"likely mutator, not used",syn,MAK21,,100.00%,0.69%,
S028,5,1,"likely mutator, not used",prom,HHF1,25,100.00%,0.00%,
S028,5,1,"likely mutator, not used",syn,GZF3,,100.00%,1.14%,
S028,5,1,"likely mutator, not used",intergenic,none,,100.00%,0.00%,
S028,5,1,"likely mutator, not used",syn,TVP23,,100.00%,0.49%,
S028,5,1,"likely mutator, not used",prom,IES2,293,100.00%,3.39%,
S028,5,1,"likely mutator, not used",prom,YBL062W,69,100.00%,0.78%,
S028,5,1,"likely mutator, not used",non,MAL11,,100.00%,0.28%,
S028,5,1,"likely mutator, not used",prom,RPA135,25,80.00%,0.97%,
S028,5,1,"likely mutator, not used",prom,YSR3,186,100.00%,0.09%,
S028,5,1,"likely mutator, not used",prom,SEC13,233,83.30%,1.66%,
S028,5,1,"likely mutator, not used",non,CUS1,,100.00%,1.61%,
S028,5,1,"likely mutator, not used",prom,IKS1,27,100.00%,0.53%,
S028,5,1,"likely mutator, not used",non,YLR072W,,100.00%,0.00%,
S028,5,1,"likely mutator, not used",prom,KCS1,6,100.00%,3.17%,
S028,5,1,"likely mutator, not used",prom,PIF1,153,100.00%,0.30%,
S028,5,1,"likely mutator, not used",non,MEC1,,100.00%,2.19%,
S028,5,1,"likely mutator, not used",intergenic,none,,100.00%,2.73%,
S028,5,1,"likely mutator, not used",intergenic,none,,87.50%,0.24%,
S028,5,1,"likely mutator, not used",non,SIP5,,100.00%,0.43%,
S028,5,1,"likely mutator, not used",non,RNY1,,100.00%,2.51%,
S028,5,1,"likely mutator, not used",prom,RCK1,327,100.00%,0.08%,
S028,5,1,"likely mutator, not used",prom,YKL153W,59,100.00%,3.54%,
S028,5,1,"likely mutator, not used",complex-intergenic,none,,100.00%,0.00%,
S028,5,1,"likely mutator, not used",complex-intergenic,none,,100.00%,0.00%,
S028,5,1,"likely mutator, not used",complex-intergenic,none,,100.00%,0.00%,
S028,5,1,"likely mutator, not used",complex-intergenic,none,,100.00%,0.00%,
S028,5,1,"likely mutator, not used",complex-prom,FIT3,95,80.00%,1.07%,
S028,5,1,"likely mutator, not used",complex-prom,FIT3,97,100.00%,1.21%,
S028,5,1,"likely mutator, not used",complex-prom,FIT3,100,100.00%,1.57%,
S028,5,1,"likely mutator, not used",prom,YOL164W-A,178,100.00%,0.00%,
S028,5,1,"likely mutator, not used",complex-intergenic,none,,80.00%,0.86%,
S028,5,1,"likely mutator, not used",complex-intergenic,none,,80.00%,0.71%,
S028,5,1,"likely mutator, not used",complex-intergenic,none,,100.00%,0.90%,
S028,5,1,"likely mutator, not used",non,ARB1,,100.00%,0.44%,
S028,5,1,"likely mutator, not used",non,SMC1,,100.00%,0.64%,
S028,5,1,"likely mutator, not used",non,GUT1,,100.00%,0.07%,
S028,5,1,"likely mutator, not used",non,MET18,,100.00%,0.00%,
S028,5,1,"likely mutator, not used",non,TNA1,,100.00%,0.78%,
S028,5,1,"likely mutator, not used",prom,APP1,258,83.30%,1.39%,
S028,5,1,"likely mutator, not used",non,SPO75,,100.00%,1.06%,
S028,5,1,"likely mutator, not used",non,DOA4,,100.00%,3.48%,
S028,5,1,"likely mutator, not used",complex-non,KAP104,,85.70%,2.33%,
S028,5,1,"likely mutator, not used",complex-non,KAP104,,85.70%,2.76%,
S028,5,1,"likely mutator, not used",non,MEF2,,71.40%,0.71%,
S028,5,1,"likely mutator, not used",intergenic,none,,100.00%,0.65%,
S028,5,1,"likely mutator, not used",complex-non,RPA49,,80.00%,0.45%,
S028,5,1,"likely mutator, not used",complex-non,RPA49,,100.00%,0.54%,
S028,5,1,"likely mutator, not used",complex-non,RPA49,,100.00%,0.63%,
S028,5,1,"likely mutator, not used",prom,RRN10,381,100.00%,0.08%,
S028,5,1,"likely mutator, not used",prom,TAH18,180,100.00%,0.00%,
S028,5,1,"likely mutator, not used",stop,YKR096W,,95.20%,0.05%,
S028,5,1,"likely mutator, not used",complex-non,LCB5,,83.30%,0.96%,
S028,5,1,"likely mutator, not used",complex-non,LCB5,,100.00%,1.15%,
S028,5,1,"likely mutator, not used",syn,PRC1,,100.00%,1.02%,
S028,5,1,"likely mutator, not used",prom,ACE2,50,100.00%,0.49%,
S028,5,1,"likely mutator, not used",non,FAR8,,100.00%,0.00%,
S028,5,1,"likely mutator, not used",prom,SAF1,211,100.00%,0.85%,
S028,5,1,"likely mutator, not used",prom,SLK19,101,100.00%,0.73%,
S028,5,1,"likely mutator, not used",non,YGR054W,,100.00%,3.26%,
S028,5,2,not used,prom,RGD1,127,100.00%,0.37%,
S028,5,2,not used,non,RKM3,,100.00%,0.17%,
S028,5,2,not used,non,PTR2,,100.00%,2.02%,
S028,5,2,not used,non,UBR1,,100.00%,0.23%,
S028,5,2,not used,non,BIT2,,95.70%,0.39%,
S028,5,2,not used,non,PDC5,,100.00%,0.08%,
S028,6,1,,syn,RPS31,,94.10%,0.00%,
S028,6,1,,non,FRA1,,100.00%,0.29%,
S028,6,1,,non,YNL155W,,100.00%,0.00%,
S028,6,1,,non,BUD9,,100.00%,0.23%,
S028,6,1,,non,KEG1,,95.50%,0.00%,
S028,6,1,,syn,POL3,,92.30%,0.08%,
S028,6,1,,syn,SGD1,,100.00%,0.11%,
S028,7,1,,syn,NAR1,,100.00%,0.43%,
S028,7,1,,non,YJL049W,,100.00%,0.46%,
S028,7,1,,non,TUP1,,100.00%,0.00%,
S028,7,1,,non,KIN1,,100.00%,0.07%,
S028,7,1,,non,YIP1,,100.00%,0.54%,
S028,7,1,,syn,YKL222C,,100.00%,0.00%,
S028,7,1,,non,ARP6,,100.00%,0.58%,
S028,7,1,,prom,ERG13,166,100.00%,0.00%,
S028,7,1,,non,THO2,,100.00%,0.12%,
S028,7,1,,non,ACF4,,100.00%,0.11%,
S028,9,1,,non,IRC8,,100.00%,0.35%,
S028,9,1,,non,AIM44,,100.00%,0.00%,
S028,9,1,,complex-non,QRI7,,100.00%,0.08%,
S028,9,1,,complex-non,QRI7,,100.00%,0.00%,
S028,9,1,,non,LSC2,,92.90%,0.78%,
S028,9,1,,non,YBR285W,,100.00%,0.11%,
S028,9,1,,non,RPA12,,100.00%,0.39%,
S028,10,1,,intergenic,none,,100.00%,0.34%,
S028,10,1,,non,NAT4,,100.00%,0.00%,
S028,10,1,,syn,YLH47,,100.00%,1.51%,
S028,10,1,,non,GIS1,,100.00%,0.28%,
S028,10,1,,intergenic,none,,100.00%,0.00%,
S028,10,1,,non,UTR2,,100.00%,0.51%,
S028,10,1,,syn,YKR075C,,100.00%,0.00%,
S028,10,1,,prom,STP3,126,96.00%,0.46%,
S028,10,1,,non,CBK1,,100.00%,0.10%,
S028,10,1,,stop,IRA1,,100.00%,0.52%,
S028,10,1,,non,CTI6,,100.00%,0.16%,
S028,10,1,,non,ERG8,,100.00%,0.68%,
S028,10,1,,syn,DIG2,,100.00%,0.06%,
S028,11,1,,intergenic,none,,93.30%,0.30%,
S028,11,1,,non,TOM1,,100.00%,0.31%,
S028,11,1,,non,INM1,,100.00%,1.10%,
S028,11,1,,non,VPS1,,100.00%,0.00%,
S028,11,1,,non,HMG1,,96.70%,0.07%,
S028,11,2,not used,non,CNM67,,100.00%,0.25%,
S028,11,2,not used,non,DBP9,,100.00%,0.31%,
S028,11,2,not used,non,ARC40,,100.00%,0.93%,
S028,11,2,not used,non,CBK1,,100.00%,0.13%,
S028,11,2,not used,non,BDF1,,100.00%,0.75%,
S028,12,1,,non,PRP22,,100.00%,1.15%,
S028,12,1,,intergenic,none,,100.00%,0.00%,
S028,12,1,,frame,TCB3,,100.00%,0.00%,
S028,12,1,,intergenic,none,,100.00%,0.82%,
S028,12,1,,intergenic,none,,100.00%,0.00%,
S028,12,1,,prom,VBA2,472,100.00%,0.13%,
S028,12,1,,intergenic,none,,100.00%,0.00%,
S028,12,1,,prom,YIL089W,158,100.00%,0.00%,
S028,12,1,,prom,RSA3,244,100.00%,1.11%,
S028,12,1,,prom,PET494,132,100.00%,0.96%,
S028,12,1,,prom,RPN3,367,100.00%,0.21%,
S028,12,1,,non,MAK21,,100.00%,0.00%,
S028,12,1,,syn,YKU80,,100.00%,0.14%,
S028,12,1,,prom,MKK2,235,100.00%,0.00%,
L096b,0,0,,non,CDC40,,100.00%,0.57%,
L096b,0,0,,syn,MYO4,,100.00%,0.00%,
L096b,0,0,,stop,UBP14,,96.90%,0.24%,
L096b,0,0,,stop,ZIP2,,96.80%,0.00%,
L096b,1,1,,non,REV3,,100.00%,0.00%,
L096b,1,1,,non,TMA64,,100.00%,0.00%,
L096b,1,1,,non,HSP104,,92.90%,0.28%,
L096b,1,1,,syn,USO1,,100.00%,0.30%,
L096b,1,1,,non,IRA2,,85.70%,0.00%,
L096b,1,1,,non,YLR278C,,100.00%,0.00%,
L096b,1,1,,syn,SYF1,,100.00%,0.07%,
L096b,1,1,,intergenic,none,,100.00%,0.00%,
L096b,1,1,,prom,HXT13,178,100.00%,0.00%,
L096b,1,1,,prom,YFR016C,332,100.00%,4.63%,
L096b,1,1,,non,ENT3,,100.00%,0.08%,
L096b,1,1,,syn,UME1,,100.00%,0.10%,
L096b,1,1,,non,SUP35,,100.00%,0.60%,
L096b,1,1,,non,YLR072W,,100.00%,0.00%,
L096b,1,1,,non,YRM1,,100.00%,0.33%,
L096b,6,0,,stop,WHI2,,100.00%,0.14%,
L096b,6,0,,non,ATG8,,100.00%,0.91%,
L096b,6,0,,prom,TRP1,119,100.00%,0.00%,
L096b,6,0,,non,YMR1,,100.00%,0.13%,
L096b,6,0,,non,OSW5,,100.00%,0.37%,
L096b,6,0,,prom,MKK2,121,100.00%,0.00%,
L096b,6,1,,non,YDR222W,,100.00%,0.53%,
L096b,6,1,,intergenic,none,,100.00%,0.48%,
L096b,6,1,,non,AMD1,,100.00%,0.37%,
L096b,6,2,not used,non,CCW12,,100.00%,0.37%,
L096b,6,2,not used,intergenic,none,,100.00%,0.33%,
L096b,6,2,not used,syn,SET3,,100.00%,0.14%,
L096b,6,2,not used,prom,YSH1,321,100.00%,0.00%,
L096b,8,1,,prom,GPI19,183,100.00%,0.00%,
L096b,8,1,,non,MOT3,,100.00%,0.00%,
L096b,8,1,,intergenic,none,,100.00%,0.00%,
L096b,8,1,,prom,DNA2,24,100.00%,0.08%,
L096b,8,1,,prom,YMR244C-A,305,100.00%,0.00%,
L096b,8,1,,prom,PRM8,132,100.00%,0.00%,
L096b,8,1,,syn,SKO1,,100.00%,0.00%,
L096b,8,1,,non,RPO41,,100.00%,0.00%,
L096b,8,1,,syn,PRI2,,100.00%,0.22%,
L096b,8,1,,non,IRA2,,100.00%,0.50%,
L096b,8,1,,prom,RAD61,132,100.00%,0.00%,
L096b,8,1,,prom,SPP1,190,100.00%,0.36%,
L096b,8,1,,prom,HEM14,40,100.00%,0.00%,
L096b,8,1,,intergenic,none,,100.00%,0.09%,
L096b,8,1,,intron,RPS14B,,100.00%,0.00%,
L096b,8,1,,intergenic,none,,100.00%,0.00%,
L096b,8,1,,prom,TSA2,151,100.00%,0.00%,
L096b,8,1,,prom,SNO1,161,100.00%,0.00%,
L096b,8,1,,prom,FUI1,125,100.00%,0.00%,
L096b,8,1,,complex-non,TRA1,,100.00%,0.08%,
L096b,8,1,,complex-non,TRA1,,100.00%,0.00%,
L096b,8,1,,non,YMR310C,,100.00%,0.23%,
L096b,8,1,,non,MSP1,,100.00%,0.00%,
L096b,8,1,,non,TCB2,,100.00%,0.00%,
L096b,8,1,,syn,SMC2,,100.00%,0.09%,
L096b,8,1,,syn,PXL1,,100.00%,0.00%,
L096b,8,1,,prom,YOR338W,88,100.00%,0.12%,
L096b,11,2,not used,non,RPA190,,100.00%,0.84%,
L096b,11,2,not used,syn,RPL12A,,100.00%,0.18%,
L096b,11,2,not used,syn,ALG9,,100.00%,0.00%,
L096b,11,2,not used,non,IRA2,,100.00%,0.44%,
L096b,11,2,not used,non,MNN10,,100.00%,0.21%,
L096b,11,2,not used,syn,NAN1,,100.00%,0.16%,
L096b,11,2,not used,non,BAT2,,100.00%,0.33%,
L096b,11,2,not used,syn,CDC39,,100.00%,0.00%,
L096b,11,2,not used,syn,FUN12,,100.00%,0.08%,
L096b,11,2,not used,prom,HAP5,119,100.00%,0.00%,
L096b,11,2,not used,syn,WBP1,,100.00%,0.15%,
L096b,11,2,not used,prom,NST1,157,100.00%,0.09%,
L096b,11,2,not used,syn,NOB1,,100.00%,0.00%,
L096b,11,2,not used,non,RRP17,,100.00%,0.08%,
L102a,0,0,,prom,ASI1,367,100.00%,2.32%,
L102a,0,0,,non,RAD33,,100.00%,2.61%,
L102a,0,0,,stop,OSW1,,100.00%,2.22%,
L102a,0,0,,intergenic,none,,100.00%,0.09%,
L102a,0,0,,prom,RIF1,271,100.00%,0.06%,
L102a,0,0,,intergenic,none,,100.00%,0.17%,
L102a,0,0,,stop,SPC2,,100.00%,3.30%,
L102a,2,0,,prom,TLG2,172,100.00%,4.08%,
L102a,2,0,,frame,EGT2,,100.00%,0.32%,
L102a,2,0,,non,TIM50,,100.00%,0.23%,
L102a,2,1,,syn,TEL1,,100.00%,0.00%,
L102a,2,1,,non,IMP2,,100.00%,0.25%,
L102a,2,1,,frame,URA7,,88.90%,0.00%,
L102a,2,2,not used,prom,MSB1,90,100.00%,0.26%,
L102a,2,2,not used,non,GLE1,,100.00%,0.26%,
L102a,2,2,not used,syn,SCD5,,100.00%,0.35%,
L102a,3,1,,intergenic,none,,100.00%,0.26%,
L102a,3,1,,non,KEM1,,100.00%,0.23%,
L102a,3,1,,prom,PDS1,198,100.00%,0.00%,
L102a,3,1,,non,BNI1,,100.00%,0.00%,
L102a,3,1,,prom,RPO21,123,80.00%,0.42%,
L102a,3,1,,prom,ORC4,129,100.00%,0.00%,
L102a,3,1,,intergenic,none,,100.00%,0.09%,
L102a,3,1,,non,LAA1,,100.00%,0.00%,
L102a,3,1,,prom,YER133W-A,240,100.00%,0.21%,
L102a,3,1,,prom,RPL24A,320,100.00%,1.97%,
L102a,3,1,,non,MNN10,,100.00%,0.73%,
L102a,3,1,,prom,PHO91,275,100.00%,0.19%,
L102a,5,1,,non,LSC2,,100.00%,0.06%,
L102a,5,1,,non,PAN3,,100.00%,0.07%,
L102a,5,1,,prom,GAC1,104,100.00%,0.24%,
L102a,5,1,,non,UPC2,,100.00%,0.27%,
L102a,5,1,,complex-intergenic,none,,100.00%,0.38%,
L102a,5,1,,complex-intergenic,none,,70.00%,0.39%,
L102a,5,1,,intergenic,none,,77.80%,0.80%,
L102a,5,1,,prom,YPT6,162,100.00%,0.12%,
L102a,5,1,,prom,SLD2,434,100.00%,0.40%,
L102a,5,1,,stop,ACE2,,100.00%,0.36%,
L102a,5,2,not used,prom,IRC4,259,100.00%,0.39%,
L102a,6,1,,non,YKL105C,,100.00%,0.15%,
L102a,6,1,,non,ACE2,,100.00%,0.13%,
L102a,6,1,,prom,YAL069W,297,87.50%,4.30%,
L102a,6,1,,prom,HEM12,457,100.00%,0.00%,
L102a,6,1,,non,PTM1,,100.00%,0.00%,
L102a,6,1,,non,PDR17,,93.80%,0.42%,
