Population,Gene,Details,Frequency
BHI5,Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7),Glyoxylate and dicarboxylate metabolism,-4.12
BHI5,Isocitrate lyase (EC 4.1.3.1),Glyoxylate and dicarboxylate metabolism,-2.70
BHI5,"Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)",Transporter,-3.33
BHI5,Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21),"Alanine, aspartate and glutamate metabolism",-5.24
BHI5,Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4),Transporter,-2.41
BHI5,Mannose-6-phosphate isomerase (EC 5.3.1.8),Fructose and mannose metabolism,-5.36
BHI5,ATP synthase gamma chain (EC 3.6.3.14),Oxidative phosphorylation,-3.48
BHI5,Ferritin-like protein 2,Iron?,-2.32
BHI5,Methylglyoxal synthase (EC 4.2.3.3),Pyruvate metabolism,-4.32
BHI5,Glucose-1-phosphatase (EC 3.1.3.10),Glycolysis / Gluconeogenesis,-2.28
BHI5,Malate dehydrogenase (EC 1.1.1.37),Citrate cycle (TCA cycle),0.24
BHI5,Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),Citrate cycle (TCA cycle),-0.93
BHI5,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),,-7.41
BHI5,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),Lysine biosynthesis,-2.76
BHI5,"PTS system, mannose-specific IIA component (EC 2.7.1.69) / PTS system, mannose-specific IIB component (EC 2.7.1.69)",Glycolysis / Gluconeogenesis,-3.73
BHI5,"TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D",,-4.01
BHI5,Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2),Sulfur metabolism,-6.27
BHI5,Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49),Citrate cycle (TCA cycle),-3.58
BHI5,FIG00638561: hypothetical protein,,-3.15
BHI5,Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB,Biosynthesis of siderophore group nonribosomal peptide,-5.42
BHI5,Tryptophanase (EC 4.1.99.1),Tryptophan metabolism,-4.15
BHI5,"Fumarate hydratase class I, anaerobic (EC 4.2.1.2)",Citrate cycle (TCA cycle),-6.52
BHI5,NADP-dependent malic enzyme (EC 1.1.1.40),Pyruvate metabolism,-4.13
BHI5,"Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)",Transporter,-3.46
BHI5,S-adenosylmethionine synthetase (EC 2.5.1.6),Cysteine and methionine metabolism,-5.05
BHI5,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),"Glycine, serine and threonine metabolism ; Cysteine and methionine metabolism ; Lysine biosynthesis",-7.55
BHI5,"Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component / DHA-specific phosphocarrier protein HPr / DHA-specific EI component",transferase,-8.80
BHI5,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),Citrate cycle (TCA cycle),-0.33
BHI5,L-lactate dehydrogenase (EC 1.1.2.3),Pyruvate metabolism,
BHI5,L-asparaginase (EC 3.5.1.1),"Alanine, aspartate and glutamate metabolism",-1.48
BHI5,Galactonate dehydratase (EC 4.2.1.6),Galactose metabolism,-4.60
BHI5,"Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)",Glycerophospholipid metabolism,-3.04
BHI5,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),Fatty acid biosynthesis (Biotin metabolism),-3.08
BHI5,"Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE",,-4.70
BHI5,Outer membrane protein W precursor,Cell surface,-2.21
BHI5,"Fumarate hydratase class I, aerobic (EC 4.2.1.2)",Citrate cycle (TCA cycle),-3.36
BHI6,Protein ygiW precursor,Stress/biolfilm,-5.68
BHI6,Osmotically inducible protein OsmY,Osmotic stuff,-4.51
BHI6,Chaperone HdeB,Chaperon,-5.40
BHI6,Chaperone HdeA,Chaperon,-10.52
BHI6,PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein,DNA binding,-8.06
BHI6,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),Oxidoreductases,
BHI6,FIG00638941: hypothetical protein,,-2.39
BHI6,Glutamate decarboxylase (EC 4.1.1.15),"Alanine, aspartate and glutamate metabolism",
BHI6,UPF0337 protein yjbJ,,-2.72
BHI6,"L,D-transpeptidase YnhG",Cell surface (peptidoglycan),-5.79
BHI6,FIG00638559: hypothetical protein,,-4.47
BHI6,FIG00639237: hypothetical protein,,
BHI6,Bacterioferritin Ecoli_contig00041_3652_4128|Bacterioferritin,Iron,-3.14
BHI6,FIG00638813: hypothetical protein,,-6.19
BHI6,Glycoprotein-polysaccharide metabolism,,-7.19
BHI6,FIG00638953: hypothetical protein,,-7.55
BHI6,Chaperone protein hchA,Chaperon,-3.02
BHI6,Osmotically inducible lipoprotein E precursor,Osmotic stuff,-1.14
BHI6,Putative cytoplasmic protein,,-4.50
BHI6,Osmotically inducible protein C,Osmotic stuff,-2.05
BHI6,Uncharacterized membrane protein YqjD,,-2.25
BHI6,Glutaredoxin 2,Glutaredoxin,-4.69
BHI6,Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase (EC 1.16.3.1),,-1.14
BHI6,hypothetical protein,,-1.10
BHI6,Uncharacterized membrane lipoprotein clustered with tellurite resistance proteins TehA/TehB,,-7.18
BHI6,Phosphopentomutase (EC 5.4.2.7),Pentose phosphate pathway,-3.97
BHI6,Glutathione peroxidase (EC 1.11.1.9),Glutaredoxin,-4.93
BHI6,Protein of unknown function DUF541,,-5.32
BHI6,"Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase",Glycolysis / Gluconeogenesis; Citrate cycle (TCA cycle),-6.87
BHI6,"Arginine ABC transporter, periplasmic arginine-binding protein ArtI",Transporter,-5.40
BHI6,"Methylglyoxal reductase, acetol producing (EC 1.1.1.-) / 2,5-diketo-D-gluconate reductase A (EC 1.1.1.274)",Oxidoreductases,-4.57
BHI6,Nicotinamidase family protein YcaC,,-5.21
BHI6,Glutaredoxin 3 (Grx3),Glutaredoxin,-3.55
BHI6,6-phosphogluconolactonase (EC 3.1.1.31),Pentose phosphate pathway,-5.07
BHI6,S-ribosylhomocysteine lyase (EC 4.4.1.21) / Autoinducer-2 production protein LuxS,,-1.65
BHI6,probable lipoprotein,,-5.14
BHI6,FIG00639395: hypothetical protein,,-5.14
BHI6,Chaperone protein DnaK,chaperone,-1.12
BHI6,hypothetical protein,,-7.61
BHI6,YciO family,,-4.83
BHI6,Agmatinase (EC 3.5.3.11),Arginine and proline metabolism,-4.24
BHI6,Uncharacterized protein YbeL / FIG002095: hypothetical protein,,-5.36
BHI6,Outer membrane protein A precursor,,-0.90
BHI6,Putative cytoplasmic protein,,-3.85
BHI6,"Succinyl-CoA synthetase, alpha subunit-related enzymes",Citrate cycle (TCA cycle),-5.02
BHI6,DNA-directed RNA polymerase omega subunit (EC 2.7.7.6),DNA binding,-3.77
BHI6,Heat shock protein 60 family co-chaperone GroES,,-0.09
BHI6,Aerobic respiration control protein arcA,,-2.80
BHI6,Integration host factor alpha subunit,,-2.52
BHI6,"PTS system, glucose-specific IIA component (EC 2.7.1.69)",Glycolysis / Gluconeogenesis,-0.34
BHI6,FIG002060: uncharacterized protein YggL,,-5.37
BHI6,"Ferredoxin, 2Fe-2S",,-4.39
BHI6,FIG001943: hypothetical protein YajQ,,-2.89
BHI6,Peptide deformylase (EC 3.5.1.88),Hydrolases,-4.84
BHI6,DNA-binding protein H-NS,DNA binding,-4.46
BHI6,Protein yciN,,-5.74
BHI6,Peptidyl-prolyl cis-trans isomerase ppiA precursor (EC 5.2.1.8),,-4.02
BHI6,Carbon storage regulator,,-3.16
BHI6,Thioredoxin reductase (EC 1.8.1.9),Pyrimidine metabolism,-2.86
BHI6,Cytidine deaminase (EC 3.5.4.5),Pyrimidine metabolism,
BHI6,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)",Fatty acid biosynthesis (Biotin metabolism),-4.06
BHI6,Cysteine synthase (EC 2.5.1.47),Cysteine and methionine metabolism,0.18
BHI6,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),Citrate cycle (TCA cycle),-3.53
BHI6,4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) / 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),Arginine and proline metabolism,-4.26
BHI6,"ABC transporter, ATP-binding protein",Transporter,-4.97
BHI6,Cell division topological specificity factor MinE,,-3.41
BHI6,Transcriptional regulator SlyA,Transcription Regulator,-5.95
BHI6,2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21),Galactose metabolism,-2.05
BHI6,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),Pantothenate and CoA biosynthesis,-6.16
BHI6,"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",Fatty acid biosynthesis (Biotin metabolism),-2.49
BHI6,Superoxide dismutase [Fe] (EC 1.15.1.1),nickel superoxide dismutase,0.04
BHI6,"Glutamine ABC transporter, periplasmic glutamine-binding protein (TC 3.A.1.3.2)",Transporter,-0.90
BHI6,Phosphoglucomutase (EC 5.4.2.2),Glycolysis / Gluconeogenesis,-3.36
BHI6,Adenylosuccinate synthetase (EC 6.3.4.4),"Alanine, aspartate and glutamate metabolism",-3.41
BHI6,Universal stress protein E,Universal Stress Protein,-3.92
BHI6,NADPH-dependent broad range aldehyde dehydrogenase YqhD,,-5.77
BHI6,2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55),Lipopolysaccharide biosynthesis,-2.25
BHI6,Septum site-determining protein MinD,,-3.61
BHI6,Lysine-arginine-ornithine-binding periplasmic protein precursor (TC 3.A.1.3.1),Transporter,-3.61
BHI6,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),Aminoacyl-tRNA biosynthesis,-5.23
BHI6,Serine hydroxymethyltransferase (EC 2.1.2.1),"Glycine, serine and threonine metabolism",-1.29
BHI6,Aspartate carbamoyltransferase regulatory chain (PyrI),"Alanine, aspartate and glutamate metabolism",-4.65
BHI6,"Fructosamine kinase family protein, At3g61080 homolog",,-3.56
BHI6,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)",Glycolysis / Gluconeogenesis,-5.37
BHI6,Phosphoheptose isomerase 1 (EC 5.3.1.-),Capsule,-2.95
BHI6,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),Purine metabolism,-1.03
BHI6,Acetate kinase (EC 2.7.2.1),Pyruvate metabolism,-1.98
BHI6,Putative ACR protein,,-3.47
BHI6,"TldE/PmbA protein, part of proposed TldE/TldD proteolytic complex (PMID 12029038)",,-7.76
BHI6,Pyruvate kinase (EC 2.7.1.40),Glycolysis / Gluconeogenesis,-4.31
BHI6,Universal stress protein F,Universal Stress Protein,1.27
BHI6,"Molybdopterin biosynthesis Mog protein, molybdochelatase",,-9.13
BHI6,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),Fatty acid biosynthesis (Biotin metabolism),-4.81
BHI6,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)",Fatty acid biosynthesis (Biotin metabolism),-5.31
BHI6,"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)",Transporter,-2.53
BHI6,Universal stress protein A,Universal Stress Protein,0.49
BHI6,Phosphoribosylamine--glycine ligase (EC 6.3.4.13),Purine metabolism,-4.19
BHI6,ATP synthase beta chain (EC 3.6.3.14),Oxidative phosphorylation,-2.50
BHI6,Peptidase B (EC 3.4.11.23),Peptidase,-4.52
BHI6,Glycerol dehydrogenase (EC 1.1.1.6),Glycerolipid metabolism,-7.01
BHI6,Sigma cross-reacting protein 27A,,-4.47
BHI6,ATP synthase delta chain (EC 3.6.3.14),Oxidative phosphorylation,-1.94
BHI6,Methionine aminopeptidase (EC 3.4.11.18),Peptidase,-5.26
BHI6,"Protein-N(5)-glutamine methyltransferase PrmB, methylates LSU ribosomal protein L3p",,-7.59
BHI6,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1),Citrate cycle (TCA cycle),-1.42
BHI6,Nucleoside-specific channel-forming protein Tsx precursor,,-4.26
BHI6,Glutamyl-tRNA synthetase (EC 6.1.1.17),Aminoacyl-tRNA biosynthesis,-4.88
BHI6,"Selenide,water dikinase (EC 2.7.9.3)",Selenocompound metabolism,-4.76
BHI6,Cytoplasmic protein YaiB,,-3.16
BHI6,2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),"Glycine, serine and threonine metabolism",-4.82
BHI6,FIG002208: Acetyltransferase (EC 2.3.1.-),,-4.38
BHI6,Seryl-tRNA synthetase (EC 6.1.1.11),,-2.78
BHI6,IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),Purine metabolism,-5.51
BHI6,"Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)",Transporter,-2.52
BHI6,Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4),,-1.50
BHI6,Alkyl hydroperoxide reductase protein C (EC 1.6.4.-),,1.10
BHI6,FIG00637942: hypothetical protein,,-3.25
BHI6,Dihydrodipicolinate reductase (EC 1.3.1.26),"Glycine, serine and threonine metabolism",
BHI6,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)",Lysine biosynthesis,-4.87
BHI6,Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1),Citrate cycle (TCA cycle),-3.09
BHI6,Glutathione S-transferase (EC 2.5.1.18),Glutathione metabolism,-4.92
BHI6,Universal stress protein G,Universal Stress Protein,0.79
BHI6,Nucleoside diphosphate kinase (EC 2.7.4.6),Purine metabolism,-3.59
BHI6,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),"Glycine, serine and threonine metabolism",-6.29
BHI6,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),Citrate cycle (TCA cycle),-1.00
BHI6,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),"Alanine, aspartate and glutamate metabolism",-6.49
BHI6,Glutamine synthetase type I (EC 6.3.1.2),"Alanine, aspartate and glutamate metabolism",-2.89
BHI6,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),Citrate cycle (TCA cycle),-4.35
BHI6,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),Folate biosynthesis,-3.88
BHI6,Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99),Citrate cycle (TCA cycle),-2.64
BHI6,Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7),Glyoxylate and dicarboxylate metabolism,-4.04
BHI6,Isocitrate lyase (EC 4.1.3.1),Glyoxylate and dicarboxylate metabolism,-2.76
BHI6,"Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)",Transporter,-4.31
BHI6,Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21),"Alanine, aspartate and glutamate metabolism",-4.94
BHI6,Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4),Transporter,-3.24
BHI6,Mannose-6-phosphate isomerase (EC 5.3.1.8),Fructose and mannose metabolism,-5.17
BHI6,ATP synthase gamma chain (EC 3.6.3.14),Oxidative phosphorylation,-3.59
BHI6,Ferritin-like protein 2,Iron?,-2.14
BHI6,Methylglyoxal synthase (EC 4.2.3.3),Pyruvate metabolism,-4.50
BHI6,Glucose-1-phosphatase (EC 3.1.3.10),Glycolysis / Gluconeogenesis,-2.92
BHI6,Malate dehydrogenase (EC 1.1.1.37),Citrate cycle (TCA cycle),0.34
BHI6,Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),Citrate cycle (TCA cycle),-1.00
BHI6,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),,-6.91
BHI6,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),Lysine biosynthesis,-2.62
BHI6,"PTS system, mannose-specific IIA component (EC 2.7.1.69) / PTS system, mannose-specific IIB component (EC 2.7.1.69)",Glycolysis / Gluconeogenesis,-4.87
BHI6,"TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D",,-4.00
BHI6,Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2),Sulfur metabolism,-5.42
BHI6,Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49),Citrate cycle (TCA cycle),-3.18
BHI6,FIG00638561: hypothetical protein,,-3.01
BHI6,Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB,Biosynthesis of siderophore group nonribosomal peptide,-4.78
BHI6,Tryptophanase (EC 4.1.99.1),Tryptophan metabolism,-3.61
BHI6,"Fumarate hydratase class I, anaerobic (EC 4.2.1.2)",Citrate cycle (TCA cycle),-5.54
BHI6,NADP-dependent malic enzyme (EC 1.1.1.40),Pyruvate metabolism,-3.94
BHI6,"Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)",Transporter,-4.64
BHI6,S-adenosylmethionine synthetase (EC 2.5.1.6),Cysteine and methionine metabolism,-4.56
BHI6,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),"Glycine, serine and threonine metabolism ; Cysteine and methionine metabolism ; Lysine biosynthesis",-6.98
BHI6,"Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component / DHA-specific phosphocarrier protein HPr / DHA-specific EI component",transferase,-8.20
BHI6,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),Citrate cycle (TCA cycle),-0.42
BHI6,L-lactate dehydrogenase (EC 1.1.2.3),Pyruvate metabolism,-6.17
BHI6,L-asparaginase (EC 3.5.1.1),"Alanine, aspartate and glutamate metabolism",-1.08
BHI6,Galactonate dehydratase (EC 4.2.1.6),Galactose metabolism,-4.41
BHI6,"Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)",Glycerophospholipid metabolism,-2.63
BHI6,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),Fatty acid biosynthesis (Biotin metabolism),-3.23
BHI6,"Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE",,-5.45
BHI6,Outer membrane protein W precursor,Cell surface,-1.40
BHI6,"Fumarate hydratase class I, aerobic (EC 4.2.1.2)",Citrate cycle (TCA cycle),-3.18
BHI7,Protein ygiW precursor,Stress/biolfilm,
BHI7,Osmotically inducible protein OsmY,Osmotic stuff,-6.84
BHI7,Chaperone HdeB,Chaperon,-1.10
BHI7,Chaperone HdeA,Chaperon,-6.42
BHI7,PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein,DNA binding,
BHI7,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),Oxidoreductases,
BHI7,FIG00638941: hypothetical protein,,-4.84
BHI7,Glutamate decarboxylase (EC 4.1.1.15),"Alanine, aspartate and glutamate metabolism",-3.44
BHI7,UPF0337 protein yjbJ,,
BHI7,"L,D-transpeptidase YnhG",Cell surface (peptidoglycan),
BHI7,FIG00638559: hypothetical protein,,
BHI7,FIG00639237: hypothetical protein,,
BHI7,Bacterioferritin Ecoli_contig00041_3652_4128|Bacterioferritin,Iron,-7.10
BHI7,FIG00638813: hypothetical protein,,
BHI7,Glycoprotein-polysaccharide metabolism,,
BHI7,FIG00638953: hypothetical protein,,
BHI7,Chaperone protein hchA,Chaperon,-5.52
BHI7,Osmotically inducible lipoprotein E precursor,Osmotic stuff,-3.01
BHI7,Putative cytoplasmic protein,,-6.60
BHI7,Osmotically inducible protein C,Osmotic stuff,-2.14
BHI7,Uncharacterized membrane protein YqjD,,-5.10
BHI7,Glutaredoxin 2,Glutaredoxin,-5.99
BHI7,Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase (EC 1.16.3.1),,-3.49
BHI7,hypothetical protein,,-1.61
BHI7,Uncharacterized membrane lipoprotein clustered with tellurite resistance proteins TehA/TehB,,-7.12
BHI7,Phosphopentomutase (EC 5.4.2.7),Pentose phosphate pathway,-4.56
BHI7,Glutathione peroxidase (EC 1.11.1.9),Glutaredoxin,-5.71
BHI7,Protein of unknown function DUF541,,-5.62
BHI7,"Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase",Glycolysis / Gluconeogenesis; Citrate cycle (TCA cycle),
BHI7,"Arginine ABC transporter, periplasmic arginine-binding protein ArtI",Transporter,
BHI7,"Methylglyoxal reductase, acetol producing (EC 1.1.1.-) / 2,5-diketo-D-gluconate reductase A (EC 1.1.1.274)",Oxidoreductases,-5.79
BHI7,Nicotinamidase family protein YcaC,,
BHI7,Glutaredoxin 3 (Grx3),Glutaredoxin,-4.30
BHI7,6-phosphogluconolactonase (EC 3.1.1.31),Pentose phosphate pathway,-5.38
BHI7,S-ribosylhomocysteine lyase (EC 4.4.1.21) / Autoinducer-2 production protein LuxS,,-1.94
BHI7,probable lipoprotein,,
BHI7,FIG00639395: hypothetical protein,,-6.81
BHI7,Chaperone protein DnaK,chaperone,-0.72
BHI7,hypothetical protein,,-7.73
BHI7,YciO family,,-4.67
BHI7,Agmatinase (EC 3.5.3.11),Arginine and proline metabolism,-4.52
BHI7,Uncharacterized protein YbeL / FIG002095: hypothetical protein,,-5.99
BHI7,Outer membrane protein A precursor,,-1.43
BHI7,Putative cytoplasmic protein,,-4.58
BHI7,"Succinyl-CoA synthetase, alpha subunit-related enzymes",Citrate cycle (TCA cycle),-5.31
BHI7,DNA-directed RNA polymerase omega subunit (EC 2.7.7.6),DNA binding,-3.66
BHI7,Heat shock protein 60 family co-chaperone GroES,,0.13
BHI7,Aerobic respiration control protein arcA,,-2.92
BHI7,Integration host factor alpha subunit,,-2.64
BHI7,"PTS system, glucose-specific IIA component (EC 2.7.1.69)",Glycolysis / Gluconeogenesis,-0.86
BHI7,FIG002060: uncharacterized protein YggL,,-6.19
BHI7,"Ferredoxin, 2Fe-2S",,-4.75
BHI7,FIG001943: hypothetical protein YajQ,,-3.37
BHI7,Peptide deformylase (EC 3.5.1.88),Hydrolases,-5.26
BHI7,DNA-binding protein H-NS,DNA binding,-5.13
BHI7,Protein yciN,,-5.28
BHI7,Peptidyl-prolyl cis-trans isomerase ppiA precursor (EC 5.2.1.8),,-4.74
BHI7,Carbon storage regulator,,-3.20
BHI7,Thioredoxin reductase (EC 1.8.1.9),Pyrimidine metabolism,-3.28
BHI7,Cytidine deaminase (EC 3.5.4.5),Pyrimidine metabolism,-9.49
BHI7,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)",Fatty acid biosynthesis (Biotin metabolism),-3.99
BHI7,Cysteine synthase (EC 2.5.1.47),Cysteine and methionine metabolism,-0.53
BHI7,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),Citrate cycle (TCA cycle),-3.50
BHI7,4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) / 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),Arginine and proline metabolism,-4.84
BHI7,"ABC transporter, ATP-binding protein",Transporter,-5.13
BHI7,Cell division topological specificity factor MinE,,-2.99
BHI7,Transcriptional regulator SlyA,Transcription Regulator,-5.90
BHI7,2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21),Galactose metabolism,-2.21
BHI7,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),Pantothenate and CoA biosynthesis,-4.73
BHI7,"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",Fatty acid biosynthesis (Biotin metabolism),-2.79
BHI7,Superoxide dismutase [Fe] (EC 1.15.1.1),nickel superoxide dismutase,-0.17
BHI7,"Glutamine ABC transporter, periplasmic glutamine-binding protein (TC 3.A.1.3.2)",Transporter,-0.72
BHI7,Phosphoglucomutase (EC 5.4.2.2),Glycolysis / Gluconeogenesis,-2.85
BHI7,Adenylosuccinate synthetase (EC 6.3.4.4),"Alanine, aspartate and glutamate metabolism",-3.87
BHI7,Universal stress protein E,Universal Stress Protein,-3.49
BHI7,NADPH-dependent broad range aldehyde dehydrogenase YqhD,,-6.28
BHI7,2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55),Lipopolysaccharide biosynthesis,-2.36
BHI7,Septum site-determining protein MinD,,-2.84
BHI7,Lysine-arginine-ornithine-binding periplasmic protein precursor (TC 3.A.1.3.1),Transporter,-3.36
BHI7,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),Aminoacyl-tRNA biosynthesis,-5.20
BHI7,Serine hydroxymethyltransferase (EC 2.1.2.1),"Glycine, serine and threonine metabolism",-0.91
BHI7,Aspartate carbamoyltransferase regulatory chain (PyrI),"Alanine, aspartate and glutamate metabolism",-5.21
BHI7,"Fructosamine kinase family protein, At3g61080 homolog",,-4.54
BHI7,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)",Glycolysis / Gluconeogenesis,-4.95
BHI7,Phosphoheptose isomerase 1 (EC 5.3.1.-),Capsule,-2.92
BHI7,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),Purine metabolism,-1.25
BHI7,Acetate kinase (EC 2.7.2.1),Pyruvate metabolism,-1.99
BHI7,Putative ACR protein,,-3.43
BHI7,"TldE/PmbA protein, part of proposed TldE/TldD proteolytic complex (PMID 12029038)",,-6.95
BHI7,Pyruvate kinase (EC 2.7.1.40),Glycolysis / Gluconeogenesis,-4.16
BHI7,Universal stress protein F,Universal Stress Protein,0.49
BHI7,"Molybdopterin biosynthesis Mog protein, molybdochelatase",,-10.21
BHI7,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),Fatty acid biosynthesis (Biotin metabolism),-4.44
BHI7,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)",Fatty acid biosynthesis (Biotin metabolism),-5.34
BHI7,"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)",Transporter,-2.93
BHI7,Universal stress protein A,Universal Stress Protein,0.51
BHI7,Phosphoribosylamine--glycine ligase (EC 6.3.4.13),Purine metabolism,-4.30
BHI7,ATP synthase beta chain (EC 3.6.3.14),Oxidative phosphorylation,-2.49
BHI7,Peptidase B (EC 3.4.11.23),Peptidase,-4.58
BHI7,Glycerol dehydrogenase (EC 1.1.1.6),Glycerolipid metabolism,-7.53
BHI7,Sigma cross-reacting protein 27A,,-4.81
BHI7,ATP synthase delta chain (EC 3.6.3.14),Oxidative phosphorylation,-2.20
BHI7,Methionine aminopeptidase (EC 3.4.11.18),Peptidase,-4.88
