gene,population,frequency
rhsC,a11,NA
mngA,a11,NA
ybjL,a11,NA
ybjQ,a11,NA
ycbF,a11,NA
ycgL,a11,NA
ycgB,a11,NA
dadX,a11,NA
dhaM,a11,NA
puuA,a11,NA
ycjO,a11,NA
yneO,a11,NA
sufS,a11,NA
ptrB,a11,NA
yohD,a11,NA
yejH,a11,NA
purF,a11,NA
bamB,a11,NA
hycE,a11,NA
amiC,a11,NA
xdhB,a11,NA
zntR,a11,NA
rpmC,a11,NA
rpsC,a11,NA
nirD,a11,NA
gor,a11,NA
dnaN,a11,NA
leuV,a11,NA
ybcK,a11,NA
uvrB,a11,NA
ssuC,a11,NA
gfcB,a11,NA
yneK,a11,NA
tar,a11,NA
yegK,a11,NA
yfbV,a11,NA
yfdC,a11,NA
emrY,a11,NA
cysZ,a11,NA
hcaD,a11,NA
exuR,a11,NA
rpsL,a11,NA
gph,a11,NA
hofM,a11,NA
rffG,a11,NA
cpxR,a11,NA
nnr,a11,NA
focA,a11,NA
ycbF,a11,NA
yccS,a11,NA
paaJ,a11,NA
lsrD,a11,NA
hdhA,a11,NA
rsxC,a11,NA
amn,a11,NA
hisC,a11,NA
ccmF,a11,NA
rcsC,a11,NA
yfcU,a11,NA
yfeR,a11,NA
mutS,a11,NA
mutS,a11,NA
mutS,a11,NA
xdhA,a11,NA
tktA,a11,NA
kbaY,a11,NA
rbsA,a11,NA
phnG,a11,NA
ytfT,a11,NA
hsdR,a11,NA
polB,a11,NA
mraY,a11,NA
secM,a11,NA
aceF,a11,NA
yagH,a11,NA
prpD,a11,NA
queA,a11,NA
ppiD,a11,NA
acrB,a11,NA
cusC,a11,NA
kdpD,a11,NA
abrB,a11,NA
ybgQ,a11,NA
dinG,a11,NA
iaaA,a11,NA
dmsB,a11,NA
fabD,a11,NA
narI,a11,NA
pgpB,a11,NA
insH1,a11,NA
stfR,a11,NA
yeaG,a11,NA
cutC,a11,NA
alkB,a11,NA
atoE,a11,NA
nuoE,a11,NA
nuoC,a11,NA
folX,a11,NA
cvpA,a11,NA
yfcU,a11,NA
yfeN,a11,NA
eutB,a11,NA
hisS,a11,NA
ypjI,a11,NA
hypD,a11,NA
fhlA,a11,NA
mutS,a11,NA
ygcB,a11,NA
tcdA,a11,NA
xanQ,a11,NA
bglA,a11,NA
yqgE,a11,NA
yghX,a11,NA
ftsP,a11,NA
prkB,a11,NA
php,a11,NA
yhjK,a11,NA
xylB,a11,NA
waaB,a11,NA
atpI,a11,NA
rrlC,a11,NA
cyaA,a11,NA
fdoG,a11,NA
sodA,a11,NA
eptC,a11,NA
fecA,a11,NA
opgB,a11,NA
yjjI,a11,NA
rne,a11,NA
rzpRrzoR,a11,NA
rzpRrzoR,a11,NA
rfbD,a11,NA
arnT,a11,NA
arnF,a11,NA
murE,a11,NA
rrfH,a11,NA
insN,a11,NA
yagA,a11,NA
ybiT,a11,NA
ybiT,a11,NA
amiD,a11,NA
yceI,a11,NA
rluC,a11,NA
yncE,a11,NA
yehA,a11,NA
ompR,a11,NA
glgX,a11,NA
frsA,a11,NA
yagG,a11,NA
yagJ,a11,NA
mhpC,a11,NA
cyoE,a11,NA
potE,a11,NA
glnQ,a11,NA
asnS,a11,NA
ydiS,a11,NA
wbbK,a11,NA
ppk,a11,NA
yfgJ,a11,NA
csrD,a11,NA
gspE,a11,NA
yhgF,a11,NA
yiaK,a11,NA
viaA,a11,NA
yihQ,a11,NA
yihQ,a11,NA
arpA,a11,NA
lysU,a11,NA
yjgH,a11,NA
yjjI,a11,NA
crl,a12,2
mhpR,a12,NA
rpoB,a12,NA
yfiH,a12,NA
leuT,a12,NA
yneO,a12,NA
rsxC,a12,NA
mtr,a12,NA
rpoC,a12,NA
rsxC,a12,NA
rsxC,a12,NA
leuP,a12,NA
thrA,a12,NA
yaaJ,a12,2
yaaW,a12,2
dnaJ,a12,2
carA,a12,2
carB,a12,NA
caiB,a12,2
kefFkefC,a12,2
folA,a12,NA
pdxA,a12,2
surA,a12,NA
araD,a12,2
yabI,a12,2
thiQ,a12,2
thiB,a12,2
ilvI,a12,NA
ftsI,a12,NA
ftsI,a12,NA
murFmraY,a12,2
mraY,a12,NA
ftsW,a12,NA
ftsA,a12,2
secA,a12,NA
mutT,a12,2
hofC,a12,2
nadC,a12,2
pdhR,a12,2
aceF,a12,NA
acnB,a12,NA
yadC,a12,2
yadL,a12,2
yadV,a12,2
sfsA,a12,2
hrpB,a12,2
fhuA,a12,2
fhuA,a12,2
clcA,a12,NA
btuF,a12,2
cdaR,a12,2
cdaR,a12,2
cdaR,a12,2
yaeI,a12,2
rpsB,a12,NA
bamA,a12,2
dnaE,a12,NA
dnaE,a12,NA
tsaA,a12,2
metQ,a12,2
yafF,a12,2
fadE,a12,NA
dinJ,a12,2
yafL,a12,2
pepD,a12,2
proA,a12,2
ykfA,a12,NA
insI1,a12,NA
yagA,a12,2
yagF,a12,NA
yagH,a12,NA
insA,a12,NA
paoC,a12,NA
ecpE,a12,NA
ecpB,a12,2
ykgL,a12,2
insF1,a12,NA
yahE,a12,2
yahL,a12,2
yahL,a12,2
yahM,a12,2
prpE,a12,2
cynR,a12,2
mhpC,a12,2
mhpF,a12,NA
frmR,a12,2
insD1,a12,2
yaiP,a12,2
yaiS,a12,2
tauA,a12,2
insF1,a12,2
yaiT,a12,NA
iraP,a12,2
araJ,a12,NA
proY,a12,NA
secD,a12,NA
pgpA,a12,2
yajL,a12,2
yajLpanE,a12,2
yajQ,a12,NA
cyoA,a12,2
lon,a12,2
ybaO,a12,2
mdlA,a12,2
mdlAmdlB,a12,2
amtB,a12,NA
ybaY,a12,2
ybaA,a12,2
ylaB,a12,2
ylaB,a12,2
tomB,a12,2
acrA,a12,NA
mscK,a12,2
priC,a12,2
apt,a12,2
hemHaes,a12,NA
ybbO,a12,2
ybbP,a12,2
rhsD,a12,2
allC,a12,2
ybcF,a12,2
sfmC,a12,NA
insF1,a12,2
ybcL,a12,2
rzpD,a12,2
ybcY,a12,2
appY,a12,NA
ompT,a12,NA
envY,a12,2
nfrA,a12,NA
nfrA,a12,2
hokE,a12,NA
ybdR,a12,NA
ybdR,a12,NA
citF,a12,2
citE,a12,2
lipB,a12,2
rlpA,a12,2
mrdA,a12,NA
cobC,a12,NA
leuS,a12,2
ybeQ,a12,2
ybeQ,a12,2
djlB,a12,2
ybeU,a12,2
ybeX,a12,NA
ubiF,a12,2
glnS,a12,NA
ybfG,a12,2
kdpD,a12,NA
ybfD,a12,2
neiabrB,a12,NA
neiabrB,a12,NA
sucB,a12,2
ybgC,a12,2
galK,a12,NA
bioD,a12,2
moaE,a12,2
ybhM,a12,2
ybhR,a12,2
ybhS,a12,2
ybhG,a12,NA
ybhGybiH,a12,2
mntS,a12,2
ybiR,a12,2
ybiW,a12,2
gsiD,a12,2
yliE,a12,2
yliIgstB,a12,2
mdfA,a12,2
rcdA,a12,2
rimK,a12,2
amiDybjS,a12,2
hcp,a12,2
aqpZ,a12,2
cspD,a12,2
aat,a12,2
ftsK,a12,NA
lolA,a12,NA
rpsA,a12,NA
ycaI,a12,2
msbA,a12,2
lpxK,a12,2
mukB,a12,NA
ycbK,a12,2
ompF,a12,2
zapC,a12,2
zapCycbX,a12,2
yccS,a12,NA
insB1,a12,NA
torS,a12,NA
torA,a12,NA
ymdF,a12,2
rutC,a12,2
rutA,a12,2
efeU,a12,2
pgaC,a12,NA
pgaB,a12,2
insF1,a12,2
yceO,a12,2
mdtH,a12,2
flgK,a12,2
flgK,a12,2
flgK,a12,NA
yceF,a12,2
plsX,a12,2
fabH,a12,2
fabF,a12,2
pabC,a12,2
ycfQ,a12,NA
mfd,a12,NA
lolE,a12,2
xisE,a12,2
croE,a12,2
ymfM,a12,2
ymfRbeeE,a12,2
tfaPtfaE,a12,2
tfaPtfaE,a12,2
ycgX,a12,2
bluR,a12,NA
ymgC,a12,2
ycgM,a12,2
cvrA,a12,NA
ycgY,a12,2
dhaK,a12,2
dhaR,a12,2
dauA,a12,2
hemA,a12,2
chaA,a12,2
narL,a12,2
narI,a12,NA
rttRtpr,a12,NA
rttR,a12,NA
rttR,a12,NA
rttR,a12,NA
rttR,a12,NA
kch,a12,2
sapCsapB,a12,2
puuA,a12,NA
pspF,a12,2
ycjU,a12,2
ycjV,a12,2
ycjG,a12,2
ycjG,a12,2
ycjGmpaA,a12,2
pgrR,a12,2
intR,a12,2
sieBydaF,a12,2
ydaG,a12,2
rzpRrzoR,a12,2
ydaY,a12,NA
insH1,a12,NA
stfR,a12,2
stfR,a12,2
tynA,a12,2
paaG,a12,2
paaG,a12,NA
paaG,a12,NA
paaXpaaY,a12,2
ydbA,a12,2
insD1,a12,2
ydbA,a12,NA
ynbB,a12,NA
hrpA,a12,NA
cybB,a12,2
trg,a12,2
opgD,a12,2
ydcL,a12,2
rhsEydcD,a12,2
yddK,a12,2
fdnG,a12,2
ddpF,a12,2
ddpC,a12,2
dosC,a12,2
gadB,a12,2
gadB,a12,NA
gadB,a12,2
gadB,a12,2
lsrK,a12,2
ydeA,a12,2
marA,a12,2
marB,a12,2
ydeE,a12,2
ydeI,a12,2
dcp,a12,2
ydfG,a12,2
rzpQ,a12,2
ydfC,a12,2
insD1,a12,2
rspB,a12,NA
rspA,a12,2
ynfA,a12,2
speG,a12,2
ynfH,a12,2
dmsD,a12,2
ynfM,a12,2
fumC,a12,2
ydgA,a12,2
malX,a12,2
rsxC,a12,NA
rsxC,a12,NA
rsxD,a12,2
rsxE,a12,2
anmK,a12,2
nemR,a12,2
lhr,a12,2
grxD,a12,NA
mdtK,a12,NA
pykF,a12,NA
pykF,a12,2
ldtE,a12,2
ldtE,a12,2
sufS,a12,2
sufD,a12,2
sufB,a12,2
sufA,a12,2
ydiJ,a12,NA
ydiP,a12,NA
ydiS,a12,2
ppsR,a12,2
ydiE,a12,2
nlpC,a12,2
btuC,a12,2
rpmI,a12,2
arpB,a12,2
chbA,a12,2
astE,a12,2
astD,a12,NA
astD,a12,NA
ydjX,a12,2
nudGynjH,a12,2
gapA,a12,2
yeaE,a12,NA
yeaH,a12,2
yeaJ,a12,2
yoaI,a12,NA
yeaLyeaM,a12,2
yeaM,a12,2
dmlR,a12,2
dmlA,a12,NA
yeaX,a12,2
yoaA,a12,2
mntP,a12,2
yobB,a12,2
exoXptrB,a12,2
lpxM,a12,2
mepM,a12,NA
znuC,a12,2
yebB,a12,2
yecN,a12,2
flhA,a12,2
otsA,a12,2
tyrP,a12,NA
dcyD,a12,2
yedK,a12,NA
yedN,a12,2
fliE,a12,2
fliH,a12,2
fliN,a12,2
fliP,a12,2
fliQ,a12,2
yedA,a12,2
yedS,a12,2
yeeJ,a12,2
cbl,a12,2
insD1,a12,2
yeeE,a12,2
hisL,a12,2
hisC,a12,NA
ugd,a12,2
wbbKwbbJ,a12,2
wcaM,a12,2
wcaL,a12,2
wcaK,a12,2
wcaG,a12,NA
wcaDwcaC,a12,2
wcaC,a12,2
asmA,a12,2
asmA,a12,NA
yegI,a12,2
baeR,a12,2
gatR,a12,2
insF1,a12,2
gatZ,a12,NA
yegT,a12,2
yegVyegW,a12,2
yegVyegW,a12,2
yehB,a12,2
yehI,a12,2
yehQ,a12,2
yehU,a12,2
yohC,a12,2
yohF,a12,2
sanA,a12,2
galS,a12,2
fruB,a12,2
yeiP,a12,2
yeiQ,a12,NA
yejA,a12,2
yejA,a12,2
yejE,a12,2
yejO,a12,2
ccmH,a12,2
rcsD,a12,2
rcsC,a12,2
yfaS,a12,NA
yfaSyfaT,a12,2
glpQ,a12,2
rhmA,a12,2
arnAarnD,a12,2
menF,a12,2
pta,a12,NA
fabB,a12,NA
yfcO,a12,2
yfcU,a12,2
mlaA,a12,NA
gtrA,a12,2
tfaSyfdK,a12,2
yfdT,a12,NA
dsdX,a12,2
dsdX,a12,NA
evgS,a12,2
ypdI,a12,2
ypdI,a12,2
yfdY,a12,2
lpxP,a12,NA
yfeO,a12,NA
yfeO,a12,2
mntH,a12,2
xapR,a12,2
xapR,a12,2
yfeR,a12,2
yfeH,a12,NA
ypeA,a12,2
eutR,a12,NA
eutT,a12,2
acrD,a12,2
yffB,a12,2
tmcA,a12,2
bcp,a12,2
hyfF,a12,NA
focB,a12,NA
hda,a12,2
purM,a12,2
yfgG,a12,2
der,a12,2
pbpC,a12,2
pepB,a12,2
yphA,a12,2
yphB,a12,NA
yphE,a12,NA
glyA,a12,2
hmp,a12,2
pgpC,a12,2
srmB,a12,2
pssA,a12,2
yfiMkgtP,a12,2
raiA,a12,2
yfiN,a12,2
yfjQ,a12,2
yfjR,a12,2
ypjK,a12,NA
ypjA,a12,2
ypjA,a12,2
ypjC,a12,2
ygaQ,a12,2
ygaQ,a12,2
ygaQ,a12,2
ygaQ,a12,2
gabT,a12,2
csiR,a12,2
ygaU,a12,2
yqaE,a12,2
ygaM,a12,2
nrdE,a12,NA
ygaY,a12,NA
luxS,a12,2
mltB,a12,NA
mltB,a12,2
mltB,a12,NA
srlE,a12,NA
norW,a12,NA
ascB,a12,2
hycI,a12,2
hypBhypC,a12,2
ygbA,a12,2
mutS,a12,2
mutS,a12,2
pphB,a12,2
iap,a12,2
ygcN,a12,NA
ygcNygcO,a12,2
ygcO,a12,2
ygcE,a12,2
mazF,a12,2
relA,a12,2
rlmD,a12,2
barA,a12,2
fucI,a12,2
fucK,a12,2
recB,a12,NA
ppdC,a12,2
ptsP,a12,2
ptsP,a12,NA
mutH,a12,2
lysRygeA,a12,2
kduD,a12,NA
kduI,a12,2
yqeF,a12,2
ygeI,a12,2
pbl,a12,2
ygeN,a12,2
insD1,a12,2
yqeC,a12,2
mocA,a12,2
uacT,a12,2
uacT,a12,NA
recJ,a12,2
fau,a12,2
rpiA,a12,2
argP,a12,2
scpA,a12,2
argO,a12,2
loiP,a12,2
speB,a12,2
speA,a12,2
yggR,a12,NA
yggU,a12,2
yggN,a12,NA
mutY,a12,2
glcC,a12,2
yghQ,a12,2
yghT,a12,2
yghT,a12,2
hybF,a12,2
ygiS,a12,NA
ygiZ,a12,2
cpdA,a12,2
yqiB,a12,2
zupT,a12,2
insD1,a12,2
yqiG,a12,2
yqiI,a12,2
glnE,a12,2
ttdR,a12,2
aer,a12,2
patA,a12,NA
ygjK,a12,NA
sstT,a12,2
yhaK,a12,2
yhaO,a12,2
tdcA,a12,2
yhaC,a12,2
yhaC,a12,2
garR,a12,2
yhaV,a12,2
agaR,a12,2
yraP,a12,2
yraQ,a12,2
yhbO,a12,2
yhbQ,a12,2
yhbU,a12,2
yhbW,a12,NA
nlpI,a12,2
nlpI,a12,2
truB,a12,NA
yhbX,a12,2
dacB,a12,2
dacB,a12,2
yrbG,a12,2
ptsN,a12,2
yhcC,a12,2
gltB,a12,NA
yhcF,a12,2
nanT,a12,NA
yhcO,a12,2
mreDmreC,a12,2
mreB,a12,2
dusB,a12,2
fmt,a12,2
yhdN,a12,2
gspD,a12,2
bfr,a12,2
yheV,a12,2
kefB,a12,2
frlD,a12,2
php,a12,2
php,a12,2
yhfZ,a12,NA
yhfZ,a12,NA
dam,a12,2
damX,a12,2
yhgE,a12,2
envZ,a12,2
bioH,a12,2
gntX,a12,2
malQ,a12,2
rtcA,a12,2
glgA,a12,2
glgA,a12,2
yhhAugpQ,a12,NA
livJ,a12,2
dcrB,a12,NA
nikA,a12,2
prlC,a12,2
gadE,a12,2
gadW,a12,2
gadX,a12,2
yhjE,a12,NA
yhjK,a12,2
bcsA,a12,2
yhjR,a12,2
eptB,a12,NA
eptB,a12,2
yiaG,a12,2
xylB,a12,NA
xylF,a12,2
xylG,a12,2
xylR,a12,2
sgbUsgbE,a12,2
selA,a12,2
yibF,a12,2
rhsA,a12,2
yibA,a12,2
mtlA,a12,2
lldD,a12,NA
trmL,a12,2
yibQwaaH,a12,2
waaH,a12,2
yibB,a12,2
coaD,a12,2
rph,a12,2
dinD,a12,2
yicGligB,a12,2
yicI,a12,NA
setC,a12,2
adeQ,a12,2
adeQ,a12,NA
ivbL,a12,2
yidGyidH,a12,2
glvC,a12,2
glvC,a12,2
glvC,a12,2
cbrAdgoT,a12,2
mdtL,a12,2
yieH,a12,2
yieH,a12,2
cbrC,a12,2
yieL,a12,NA
atpE,a12,NA
atpB,a12,2
kup,a12,NA
kup,a12,NA
rbsA,a12,2
rbsB,a12,2
rbsRhsrA,a12,2
ilvL,a12,2
ilvA,a12,2
gpp,a12,2
wzzE,a12,2
wzzE,a12,NA
wzzE,a12,2
wecB,a12,NA
wzxE,a12,2
wecF,a12,NA
yifK,a12,2
aslB,a12,2
hemY,a12,2
hemD,a12,NA
hemC,a12,NA
yigG,a12,2
recQ,a12,2
rmuC,a12,NA
tatDrfaH,a12,2
spf,a12,2
typA,a12,2
yihL,a12,2
yihW,a12,2
yiiD,a12,2
yiiD,a12,NA
yiiD,a12,2
rhaA,a12,NA
cpxA,a12,2
cpxP,a12,2
yijF,a12,2
pflD,a12,NA
frwDyijO,a12,2
eptC,a12,2
trmA,a12,NA
rpoB,a12,NA
zraRpurD,a12,2
yjaB,a12,2
aceK,a12,2
yjbB,a12,NA
lysC,a12,NA
yjbS,a12,2
ryjA,a12,NA
fdhF,a12,2
mdtO,a12,NA
alsB,a12,NA
phnL,a12,2
phnG,a12,NA
phnC,a12,2
phnC,a12,2
proP,a12,2
adiC,a12,2
yjdF,a12,NA
fumB,a12,2
ghoS,a12,2
ghoT,a12,2
sugEblc,a12,2
blc,a12,NA
psd,a12,2
nnr,a12,2
purA,a12,NA
rnr,a12,NA
yjfC,a12,NA
ulaD,a12,2
ulaF,a12,2
yjfY,a12,2
yjfY,a12,2
priB,a12,2
ytfAytfB,a12,2
ytfF,a12,NA
qorB,a12,2
msrA,a12,2
tamB,a12,2
tamB,a12,2
bdcA,a12,NA
bdcR,a12,2
bdcR,a12,2
yjgL,a12,2
idnR,a12,NA
idnR,a12,2
idnT,a12,2
idnO,a12,NA
insD1,a12,2
yjgX,a12,2
yjgX,a12,2
fecE,a12,2
fecE,a12,2
fecA,a12,2
insB1,a12,2
yjhR,a12,2
nanC,a12,2
fimB,a12,2
fimD,a12,NA
yjiM,a12,2
yjiN,a12,2
yjiN,a12,2
yjiP,a12,2
mcrCmcrB,a12,2
hsdM,a12,2
hsdR,a12,2
yjiA,a12,NA
tsr,a12,NA
yjjQbglJ,a12,2
leuV,a12,NA
leuV,a12,2
ytjA,a12,2
yjjV,a12,2
deoA,a12,NA
deoA,a12,2
deoB,a12,2
lplA,a12,NA
trpR,a12,NA
creC,a12,2
ampE,a12,NA
eaeH,a12,NA
acrB,a12,NA
acrR,a12,NA
dsbG,a12,NA
sdhA,a12,NA
gsiA,a12,NA
insB1,a12,NA
insB1,a12,NA
insB1,a12,NA
insB1,a12,NA
insB1,a12,NA
insB1,a12,NA
purU,a12,NA
adhE,a12,NA
ycjW,a12,NA
ycjG,a12,NA
ynaK,a12,NA
yneO,a12,NA
folM,a12,NA
sufS,a12,NA
ydiY,a12,NA
rnd,a12,NA
yecS,a12,NA
rihB,a12,NA
ada,a12,NA
pta,a12,NA
evgS,a12,NA
cysA,a12,NA
focB,a12,2
csiE,a12,NA
tyrA,a12,NA
ygfK,a12,NA
rpiA,a12,NA
yggN,a12,2
ygjJ,a12,NA
ygjP,a12,NA
yhaO,a12,NA
infB,a12,NA
gltB,a12,NA
dcuD,a12,NA
rng,a12,NA
smf,a12,NA
yhfZ,a12,NA
glgP,a12,NA
wecB,a12,NA
pflC,a12,NA
rpoC,a12,NA
alr,a12,NA
folA,a12,NA
ampD,a12,NA
ampE,a12,NA
yadE,a12,NA
cynR,a12,NA
lacZ,a12,NA
lacZ,a12,NA
ybaL,a12,NA
fdrA,a12,NA
cusA,a12,NA
nagC,a12,NA
yliE,a12,NA
mdfA,a12,NA
ybjD,a12,NA
rpsA,a12,NA
ycbL,a12,NA
insB1,a12,NA
flgB,a12,NA
rttRtpr,a12,NA
topA,a12,NA
ycjM,a12,NA
yddK,a12,NA
yneO,a12,NA
selD,a12,NA
purT,a12,NA
plaP,a12,NA
yeeY,a12,NA
mdtB,a12,NA
mglA,a12,NA
menE,a12,NA
truA,a12,NA
oxc,a12,NA
xseA,a12,NA
hisS,a12,NA
yfhM,a12,NA
hypF,a12,NA
cysJ,a12,NA
ygcW,a12,NA
barA,a12,NA
ssnA,a12,NA
lysS,a12,NA
metK,a12,NA
qseB,a12,NA
ribB,a12,NA
ttdB,a12,NA
nusA,a12,NA
mlaD,a12,NA
yhcD,a12,NA
fis,a12,NA
smf,a12,2
fmt,a12,NA
frlA,a12,NA
frlR,a12,NA
malP,a12,NA
yicC,a12,NA
yicT,a12,NA
yieL,a12,NA
bglH,a12,NA
bglF,a12,NA
wzzE,a12,NA
leuT,a12,NA
glmZ,a12,NA
yiiG,a12,NA
cpxA,a12,NA
yijO,a12,NA
argE,a12,NA
nrfE,a12,NA
fimH,a12,NA
mcrB,a12,NA
dnaJ,a12,NA
caiF,a12,NA
polB,a12,NA
lpd,a12,NA
dxr,a12,NA
rrlH,a12,NA
cynS,a12,NA
glxK,a12,NA
ybcM,a12,NA
gltI,a12,NA
miaB,a12,NA
nagA,a12,NA
tolB,a12,NA
modB,a12,NA
uvrB,a12,NA
yccS,a12,NA
helD,a12,NA
etk,a12,NA
insB1,a12,NA
cbpA,a12,NA
pgaB,a12,NA
pyrC,a12,NA
ldtC,a12,NA
lolE,a12,NA
trpE,a12,NA
ycjP,a12,NA
ycjS,a12,NA
insH1,a12,NA
yddA,a12,NA
ydfG,a12,NA
tfaQ,a12,NA
folM,a12,NA
uidB,a12,NA
ydiP,a12,NA
ydjA,a12,NA
dmlR,a12,NA
nudL,a12,NA
rlmA,a12,NA
mepM,a12,NA
torY,a12,NA
yeeL,a12,NA
glf,a12,NA
wcaK,a12,NA
mdtB,a12,NA
yehC,a12,NA
yehQ,a12,NA
preT,a12,NA
dsdA,a12,NA
lpxP,a12,NA
yfeX,a12,NA
aegA,a12,NA
bcp,a12,NA
purM,a12,NA
pbpC,a12,NA
yphG,a12,NA
trmD,a12,NA
ypjA,a12,NA
ygaQ,a12,NA
mutS,a12,NA
fucK,a12,NA
galR,a12,NA
metK,a12,NA
parE,a12,NA
ygjK,a12,NA
sstT,a12,NA
tdcD,a12,NA
mtr,a12,NA
fis,a12,NA
gspA,a12,NA
glpD,a12,NA
dctA,a12,NA
eptB,a12,NA
uhpC,a12,NA
kup,a12,NA
rrfA,a12,NA
rpoC,a12,NA
yjbB,a12,NA
zur,a12,NA
yjcE,a12,NA
yjcO,a12,NA
dcuA,a12,NA
epmA,a12,NA
ulaG,a12,NA
ulaC,a12,NA
tsr,a12,NA
yjjQ,a12,NA
kefC,a12,NA
hofB,a12,NA
rrlH,a12,NA
ybcH,a12,NA
purU,a12,NA
trpD,a12,NA
ynaE,a12,NA
cmoA,a12,NA
argS,a12,NA
plaP,a12,NA
mdtC,a12,NA
ccmA,a12,NA
yfaA,a12,NA
nuoF,a12,NA
yfcI,a12,NA
norV,a12,NA
fhlA,a12,NA
ygdH,a12,NA
ygeA,a12,NA
argP,a12,NA
ftsP,a12,NA
ttdR,a12,NA
smf,a12,NA
gspD,a12,NA
yhfK,a12,NA
gntK,a12,NA
rbsA,a12,NA
folA,a12,NA
htrE,a12,NA
ddlA,a12,NA
phoB,a12,NA
fepC,a12,NA
tatE,a12,NA
pflB,a12,NA
yccF,a12,NA
torC,a12,NA
pgaA,a12,NA
narJ,a12,NA
yncE,a12,NA
ydgI,a12,NA
ydiF,a12,NA
fliI,a12,NA
yedI,a12,NA
hiuH,a12,NA
yegE,a12,NA
ung,a12,NA
kgtP,a12,NA
yqiG,a12,NA
plsY,a12,NA
nusA,a12,NA
dcuD,a12,NA
fis,a12,NA
rpsD,a12,NA
gspA,a12,NA
crp,a12,NA
nirB,a12,NA
yhfT,a12,NA
xylG,a12,NA
malS,a12,NA
yiaY,a12,NA
waaL,a12,NA
bglG,a12,NA
yifK,a12,NA
fdoG,a12,NA
hupA,a12,NA
yjiN,a12,NA
folA,a12,NA
pepD,a12,NA
ykfC,a12,NA
sbcC,a12,NA
nfrA,a12,NA
entA,a12,NA
gfcD,a12,NA
purB,a12,NA
icd,a12,NA
recE,a12,NA
tynA,a12,NA
pykF,a12,NA
purT,a12,NA
amn,a12,NA
eutD,a12,NA
yfhM,a12,NA
ung,a12,NA
rpoS,a12,NA
cysN,a12,NA
bglA,a12,NA
uxaA,a12,NA
agaR,a12,NA
rpsO,a12,NA
pabA,a12,NA
selB,a12,NA
purA,a12,NA
fimB,a12,NA
rihC,a12,NA
folA,a12,NA
cra,a12,NA
ybhN,a12,NA
pqiA,a12,NA
yciB,a12,NA
ycjF,a12,NA
yneO,a12,NA
ydfE,a12,NA
yedQ,a12,NA
gyrA,a12,NA
ygcS,a12,NA
ygjR,a12,NA
fis,a12,NA
crp,a12,NA
pstA,a12,NA
rpoC,a12,NA
fecB,a12,NA
ettA,a12,NA
ykgF,a12,NA
betA,a12,NA
cynT,a12,NA
cyoA,a12,NA
ybaE,a12,NA
gsk,a12,NA
cstA,a12,NA
ftsK,a12,NA
mukF,a12,NA
putA,a12,NA
csgD,a12,NA
flgJ,a12,NA
nagK,a12,NA
stfP,a12,NA
ycgV,a12,NA
adhE,a12,NA
ydcU,a12,NA
yneO,a12,2
ynfB,a12,NA
ynfE,a12,NA
rsxC,a12,NA
dmlR,a12,NA
yecM,a12,NA
yedA,a12,NA
yeeE,a12,NA
yehM,a12,NA
ypfH,a12,NA
uraA,a12,NA
relA,a12,NA
fucA,a12,NA
gcvP,a12,NA
sslE,a12,NA
sstT,a12,NA
pnp,a12,NA
yhfU,a12,NA
glgC,a12,NA
livJ,a12,NA
yhhI,a12,NA
yhjE,a12,NA
rph,a12,NA
wecG,a12,NA
metF,a12,NA
malM,a12,NA
tsr,a12,NA
cpxA,a12,NA
folA,a12,NA
rapA,a12,NA
gcd,a12,NA
bamA,a12,NA
yagA,a12,NA
yaiW,a12,NA
mak,a12,NA
malZ,a12,NA
dxs,a12,NA
nfrA,a12,NA
ybgI,a12,NA
ybhD,a12,NA
cydC,a12,NA
yccS,a12,NA
serX,a12,NA
csgD,a12,NA
yceI,a12,NA
solA,a12,NA
ispE,a12,NA
clsA,a12,NA
insH1,a12,NA
hrpA,a12,NA
yneO,a12,NA
lsrD,a12,NA
ydfG,a12,NA
ynfG,a12,NA
yoaD,a12,NA
fliK,a12,NA
cbeA,a12,NA
yegE,a12,NA
yegD,a12,NA
yeiG,a12,NA
ompC,a12,NA
yfaY,a12,NA
yfbT,a12,NA
focB,a12,NA
glrR,a12,NA
proX,a12,NA
parC,a12,NA
tolC,a12,NA
gltB,a12,NA
gltF,a12,NA
zntR,a12,NA
viaA,a12,NA
kup,a12,NA
rpoC,a12,NA
nrfD,a12,NA
folA,a12,NA
mrcB,a12,NA
yahC,a12,NA
frmR,a12,NA
allS,a12,NA
fepC,a12,NA
dcuC,a12,NA
ybhL,a12,NA
yliI,a12,NA
rcdA,a12,NA
ybjD,a12,NA
yccS,a12,NA
yccU,a12,NA
rutD,a12,NA
ycjT,a12,NA
ydaV,a12,NA
ydbA,a12,NA
ynfH,a12,NA
folM,a12,NA
sufB,a12,NA
astD,a12,NA
yoaA,a12,NA
torY,a12,NA
yohJ,a12,NA
preT,a12,NA
fruA,a12,NA
fruK,a12,NA
yfaL,a12,NA
inaA,a12,NA
pdxB,a12,NA
yfcU,a12,NA
evgS,a12,NA
eutH,a12,NA
glrR,a12,NA
pssA,a12,NA
yfjS,a12,NA
sslE,a12,NA
yhcO,a12,NA
aaeR,a12,NA
fis,a12,NA
frlC,a12,NA
pitA,a12,NA
slp,a12,NA
yhjA,a12,NA
yhjV,a12,NA
asnA,a12,NA
cyaA,a12,NA
hslU,a12,NA
rpoB,a12,NA
